contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
Circular_Seq747	99949	No	NA	101	14	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq8	64995	No	NA	79	22	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq104	59043	No	NA	61	16	0	Low-quality	Genome-fragment	44.66	AAI-based (high-confidence)	0.0	1.09	
Linear_Seq136	149447	No	NA	246	37	9	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.08	contig >1.5x longer than expected genome length
Linear_Seq200	97341	No	NA	117	26	1	High-quality	High-quality	98.94	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq264	66411	No	NA	90	7	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.16	
Linear_Seq296	53138	No	NA	66	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq360	47318	Yes	44885	95	10	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	5.14	1.0	
Linear_Seq392	70097	No	NA	85	17	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq456	8031	No	NA	8	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.17	
Circular_Seq44	50048	No	NA	65	19	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq76	156048	No	NA	211	43	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq108	93468	No	NA	83	11	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq236	104388	No	NA	117	19	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq268	42593	No	NA	63	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq332	92896	No	NA	131	13	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq492	71619	No	NA	127	27	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq652	173919	No	NA	183	23	5	High-quality	High-quality	99.09	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq716	130682	No	NA	160	41	3	High-quality	High-quality	98.78	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq748	49755	No	NA	77	22	0	High-quality	High-quality	98.6	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq844	57428	No	NA	102	13	2	High-quality	High-quality	99.64	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq940	84245	No	NA	130	29	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq9	56147	No	NA	94	12	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.11	contig >1.5x longer than expected genome length
Linear_Seq73	28984	No	NA	37	18	0	Medium-quality	Genome-fragment	63.26	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq137	18860	No	NA	24	8	1	Medium-quality	Genome-fragment	62.43	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq169	32143	No	NA	40	14	0	Medium-quality	Genome-fragment	67.14	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq201	35857	No	NA	57	26	0	High-quality	High-quality	99.34	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq297	15870	No	NA	17	6	0	Medium-quality	Genome-fragment	73.53	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq329	41749	No	NA	55	21	0	High-quality	High-quality	97.39	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq361	45719	Yes	36556	64	17	4	Medium-quality	Genome-fragment	64.06	HMM-based (lower-bound)	20.04	1.0	
Linear_Seq393	38857	No	NA	62	34	0	Medium-quality	Genome-fragment	65.03	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq457	48674	No	NA	74	21	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq77	37237	No	NA	46	5	0	High-quality	High-quality	99.76	AAI-based (high-confidence)	0.0	1.02	
Circular_Seq109	117490	No	NA	157	38	8	High-quality	High-quality	91.55	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq205	42196	No	NA	69	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq237	35155	No	NA	60	14	1	High-quality	High-quality	94.93	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq301	40709	No	NA	69	14	0	High-quality	High-quality	92.83	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq333	40095	No	NA	65	19	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
Circular_Seq365	34918	No	NA	47	25	0	Medium-quality	Genome-fragment	77.31	AAI-based (medium-confidence)	0.0	1.02	
Circular_Seq429	32670	No	NA	47	13	0	High-quality	High-quality	94.66	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq493	42064	No	NA	70	16	0	High-quality	High-quality	99.98	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq525	41978	No	NA	79	16	0	High-quality	High-quality	99.16	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq557	44741	No	NA	84	19	0	High-quality	High-quality	99.3	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq589	39043	No	NA	60	20	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq717	57055	No	NA	95	20	4	High-quality	High-quality	99.72	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq749	43803	No	NA	68	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq813	100186	No	NA	104	17	2	High-quality	High-quality	99.63	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq877	60329	No	NA	95	17	3	Medium-quality	Genome-fragment	89.64	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq909	170821	No	NA	187	23	3	High-quality	High-quality	91.16	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq10	38454	No	NA	39	6	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq42	108445	No	NA	114	15	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.04	
Linear_Seq74	47724	No	NA	71	25	0	Medium-quality	Genome-fragment	78.91	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq170	99810	No	NA	114	18	1	High-quality	High-quality	98.76	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq266	46737	No	NA	89	20	0	High-quality	High-quality	99.81	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq394	46776	No	NA	46	5	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq458	30685	No	NA	30	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.06	no viral genes detected
Linear_Seq490	24964	No	NA	29	11	0	Medium-quality	Genome-fragment	50.71	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq14	45599	No	NA	71	20	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq174	42855	No	NA	57	9	0	High-quality	High-quality	99.48	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq398	56346	No	NA	102	17	2	High-quality	High-quality	99.61	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq430	35176	No	NA	45	33	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
Circular_Seq494	41192	No	NA	60	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq526	43598	No	NA	55	8	0	High-quality	High-quality	98.61	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq590	61369	No	NA	95	18	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq686	32442	No	NA	51	9	0	High-quality	High-quality	90.45	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq750	42388	No	NA	71	16	2	Medium-quality	Genome-fragment	89.9	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq782	184573	No	NA	287	36	8	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq878	34898	No	NA	57	14	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq942	32943	No	NA	52	14	0	High-quality	High-quality	95.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq75	24936	No	NA	30	2	3	Low-quality	Genome-fragment	45.53	HMM-based (lower-bound)	0.0	1.0	
Linear_Seq139	71352	Yes	67236	92	13	5	High-quality	High-quality	100.0	AAI-based (medium-confidence)	5.77	1.01	
Linear_Seq171	78476	No	NA	102	30	1	Medium-quality	Genome-fragment	89.87	AAI-based (medium-confidence)	0.0	1.02	
Linear_Seq267	49223	No	NA	89	6	2	Medium-quality	Genome-fragment	62.82	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq331	46522	No	NA	71	19	0	High-quality	High-quality	98.71	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq363	64424	No	NA	83	21	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq47	38720	No	NA	57	21	1	High-quality	High-quality	96.2	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq79	43906	No	NA	48	42	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq111	38947	No	NA	60	13	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq143	145779	No	NA	213	39	4	High-quality	High-quality	98.97	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq303	35231	No	NA	50	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq367	154560	No	NA	183	23	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq431	51983	No	NA	74	12	0	Medium-quality	Genome-fragment	86.79	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq495	37493	No	NA	61	10	1	High-quality	High-quality	98.43	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq527	39965	No	NA	59	22	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq559	46625	No	NA	89	24	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
Circular_Seq655	35951	No	NA	45	10	0	High-quality	High-quality	99.58	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq751	189251	No	NA	233	28	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq911	48063	No	NA	69	15	1	High-quality	High-quality	97.03	AAI-based (high-confidence)	0.0	1.02	
Circular_Seq975	61109	No	NA	96	20	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq44	80690	No	NA	107	29	2	Medium-quality	Genome-fragment	77.24	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq76	46125	Yes	36522	43	5	5	Medium-quality	Genome-fragment	85.27	AAI-based (high-confidence)	20.82	1.0	
Linear_Seq140	13337	No	NA	18	3	0	High-quality	High-quality	97.7	AAI-based (medium-confidence)	0.0	1.02	
Linear_Seq172	45204	No	NA	47	29	0	Medium-quality	Genome-fragment	75.45	AAI-based (medium-confidence)	0.0	1.05	
Linear_Seq204	16230	No	NA	21	12	0	Medium-quality	Genome-fragment	71.4	AAI-based (medium-confidence)	0.0	1.01	
Linear_Seq428	36593	No	NA	56	17	1	High-quality	High-quality	99.71	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq16	43210	No	NA	73	22	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq48	41248	No	NA	76	22	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq80	29246	No	NA	48	13	0	High-quality	High-quality	96.64	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq240	36848	No	NA	63	11	0	High-quality	High-quality	99.17	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq304	83689	No	NA	130	33	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq336	169454	No	NA	195	27	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq368	37836	No	NA	52	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq400	58212	No	NA	96	19	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq496	32773	No	NA	49	10	3	High-quality	High-quality	94.08	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq560	65732	No	NA	105	14	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq592	56572	No	NA	98	16	0	High-quality	High-quality	95.88	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq624	31310	No	NA	36	14	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq720	30413	No	NA	46	16	1	High-quality	High-quality	95.05	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq752	53337	No	NA	93	21	0	High-quality	High-quality	99.72	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq784	40262	No	NA	59	13	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq13	36718	No	NA	62	21	0	High-quality	High-quality	92.56	AAI-based (high-confidence)	0.0	1.02	
Linear_Seq45	35539	No	NA	56	14	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq77	164081	No	NA	208	46	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
Linear_Seq141	36521	No	NA	47	12	1	Medium-quality	Genome-fragment	80.21	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq173	43159	No	NA	65	31	0	High-quality	High-quality	96.82	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq205	92120	No	NA	123	29	1	High-quality	High-quality	92.18	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq237	200700	No	NA	239	46	8	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq269	44768	No	NA	76	5	0	Medium-quality	Genome-fragment	85.06	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq301	38300	No	NA	50	5	1	Low-quality	Genome-fragment	49.3	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq365	68802	Yes	53274	99	33	9	High-quality	High-quality	100.0	AAI-based (high-confidence)	22.57	1.04	contig >1.5x longer than expected genome length
Linear_Seq461	40619	No	NA	25	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.07	no viral genes detected
Circular_Seq81	42718	No	NA	85	21	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq113	41838	No	NA	76	34	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq145	81598	No	NA	140	22	1	High-quality	High-quality	96.93	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq177	113853	No	NA	125	36	1	Medium-quality	Genome-fragment	83.68	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq273	108516	No	NA	127	31	1	Medium-quality	Genome-fragment	79.91	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq337	118688	No	NA	151	34	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq433	97272	No	NA	113	38	0	High-quality	High-quality	94.59	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq529	64464	No	NA	96	30	0	High-quality	High-quality	98.43	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq593	43972	No	NA	61	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq625	53499	No	NA	99	22	0	High-quality	High-quality	99.91	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq689	43955	No	NA	65	16	0	High-quality	High-quality	96.65	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq721	44831	No	NA	71	15	0	High-quality	High-quality	99.65	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq945	41979	No	NA	64	9	1	High-quality	High-quality	98.74	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq14	102924	No	NA	135	25	3	Medium-quality	Genome-fragment	69.31	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq46	25216	No	NA	34	12	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq142	59348	No	NA	78	19	0	Medium-quality	Genome-fragment	88.08	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq206	51284	No	NA	57	25	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	
Linear_Seq334	58541	Yes	51919	83	34	6	High-quality	High-quality	100.0	AAI-based (high-confidence)	11.31	1.03	
Linear_Seq366	14867	No	NA	15	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
Linear_Seq430	114300	No	NA	63	6	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.05	
Circular_Seq18	58347	No	NA	98	23	0	High-quality	High-quality	99.03	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq50	60342	No	NA	101	12	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq82	163695	No	NA	196	35	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq114	42417	No	NA	73	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq146	46028	No	NA	73	23	1	High-quality	High-quality	97.07	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq210	43515	No	NA	76	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq242	40986	No	NA	61	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq338	44588	No	NA	76	16	2	High-quality	High-quality	98.23	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq434	49457	No	NA	69	27	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq498	49570	No	NA	72	12	1	High-quality	High-quality	99.67	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq530	124028	No	NA	152	33	4	Medium-quality	Genome-fragment	78.25	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq626	43794	No	NA	68	31	1	High-quality	High-quality	99.98	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq690	61902	No	NA	109	22	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.33	contig >1.5x longer than expected genome length
Circular_Seq722	40440	No	NA	73	24	1	High-quality	High-quality	98.91	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq754	45185	No	NA	69	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq914	60305	No	NA	91	25	1	High-quality	High-quality	96.48	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq946	42274	No	NA	69	30	1	High-quality	High-quality	96.88	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq47	78915	No	NA	98	21	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.06	
Linear_Seq111	73540	No	NA	111	23	1	High-quality	High-quality	92.76	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq143	44962	Yes	42259	56	21	4	High-quality	High-quality	97.61	AAI-based (high-confidence)	6.01	1.0	
Linear_Seq175	38661	No	NA	51	19	1	High-quality	High-quality	96.46	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq207	94389	No	NA	142	22	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.05	
Linear_Seq271	38507	No	NA	55	24	0	Medium-quality	Genome-fragment	85.32	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq303	20015	No	NA	25	7	0	Medium-quality	Genome-fragment	87.95	AAI-based (medium-confidence)	0.0	1.02	
Linear_Seq367	21180	No	NA	28	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq399	59636	No	NA	104	20	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
Linear_Seq463	171182	No	NA	227	18	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	
Circular_Seq115	37842	Yes	32969	54	11	2	High-quality	High-quality	92.03	AAI-based (high-confidence)	12.88	1.0	
Circular_Seq371	40952	No	NA	75	23	1	Medium-quality	Genome-fragment	53.8	HMM-based (lower-bound)	0.0	1.0	
Circular_Seq403	174985	No	NA	207	30	4	High-quality	High-quality	99.88	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq531	213632	No	NA	178	32	3	High-quality	High-quality	98.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq691	62883	No	NA	111	31	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq755	60540	No	NA	97	24	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq16	58671	Yes	53315	86	20	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	9.13	1.05	
Linear_Seq48	47740	No	NA	71	21	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq144	198544	No	NA	239	31	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	
Linear_Seq336	61520	No	NA	94	39	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq400	69793	No	NA	85	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.15	contig >1.5x longer than expected genome length
Linear_Seq432	112852	No	NA	165	35	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq84	41696	No	NA	76	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq116	92252	No	NA	120	13	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq308	64881	No	NA	71	9	2	High-quality	High-quality	96.49	AAI-based (high-confidence)	0.0	1.04	
Circular_Seq340	130865	No	NA	184	31	3	High-quality	High-quality	98.3	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq372	45266	No	NA	58	9	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	
Circular_Seq404	187824	No	NA	244	42	8	High-quality	High-quality	97.13	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq532	36071	No	NA	47	11	1	High-quality	High-quality	99.81	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq564	35721	No	NA	61	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq596	40460	No	NA	65	17	0	High-quality	High-quality	92.35	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq628	57687	No	NA	98	13	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq788	50508	No	NA	68	16	2	High-quality	High-quality	98.43	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq17	47258	Yes	42009	80	19	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	11.11	1.0	
Linear_Seq49	39375	No	NA	59	22	2	Medium-quality	Genome-fragment	83.12	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq81	30651	No	NA	37	12	1	Medium-quality	Genome-fragment	57.11	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq145	63574	No	NA	82	16	1	High-quality	High-quality	95.87	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq209	84337	No	NA	141	23	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq241	36968	No	NA	59	19	0	Medium-quality	Genome-fragment	80.36	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq273	102689	No	NA	83	12	1	High-quality	High-quality	99.57	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq305	43216	No	NA	53	13	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.08	
Linear_Seq369	80825	No	NA	180	12	0	High-quality	High-quality	98.85	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq401	44763	No	NA	77	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.1	
Linear_Seq433	232946	No	NA	343	50	7	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.52	high kmer_freq may indicate large duplication; contig >1.5x longer than expected genome length
Circular_Seq21	39976	No	NA	86	17	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq85	86154	No	NA	133	25	3	High-quality	High-quality	92.13	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq213	46568	No	NA	62	11	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq245	51102	No	NA	70	18	0	High-quality	High-quality	96.89	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq309	41326	No	NA	59	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq501	47500	No	NA	77	11	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq565	52097	No	NA	80	27	0	High-quality	High-quality	97.61	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq597	46514	No	NA	81	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq629	58357	No	NA	84	18	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq661	67277	No	NA	95	21	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq725	182340	No	NA	221	30	2	High-quality	High-quality	97.4	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq757	49376	No	NA	74	33	2	High-quality	High-quality	96.63	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq821	47296	No	NA	82	18	0	High-quality	High-quality	92.81	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq885	35271	No	NA	50	20	0	Medium-quality	Genome-fragment	86.7	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq949	52989	No	NA	82	19	1	High-quality	High-quality	96.3	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq82	70015	No	NA	90	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.06	contig >1.5x longer than expected genome length
Linear_Seq146	49121	Yes	45041	75	30	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	8.31	1.0	
Linear_Seq178	21394	No	NA	41	7	1	Medium-quality	Genome-fragment	58.07	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq242	42706	Yes	39380	61	18	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	7.79	1.0	
Linear_Seq274	45002	No	NA	61	17	1	High-quality	High-quality	98.48	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq306	88379	No	NA	134	18	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq370	103697	No	NA	142	12	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq466	48517	Yes	42737	68	27	4	Medium-quality	Genome-fragment	80.09	AAI-based (high-confidence)	11.91	1.0	
Circular_Seq86	38392	No	NA	70	12	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq118	102236	No	NA	103	16	0	High-quality	High-quality	98.53	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq150	48499	No	NA	68	18	1	High-quality	High-quality	98.59	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq310	91384	No	NA	91	6	0	High-quality	High-quality	95.44	AAI-based (high-confidence)	0.0	1.01	
