contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
Linear_Seq180	13767	No	NA	16	6	0	Low-quality	Genome-fragment	33.4	HMM-based (lower-bound)	0.0	1.02	
Linear_Seq212	11992	No	NA	17	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.02	
Linear_Seq340	15607	No	NA	23	4	0	Low-quality	Genome-fragment	46.72	HMM-based (lower-bound)	0.0	1.0	
Circular_Seq152	29735	No	NA	48	15	0	Medium-quality	Genome-fragment	57.99	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq216	44362	No	NA	56	4	0	High-quality	High-quality	98.06	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq344	26762	No	NA	48	11	0	Medium-quality	Genome-fragment	81.76	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq408	97403	No	NA	84	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq728	57492	No	NA	78	12	3	High-quality	High-quality	98.56	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq21	69581	No	NA	100	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.12	contig >1.5x longer than expected genome length
Linear_Seq85	70470	No	NA	105	13	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.07	
Linear_Seq117	64949	No	NA	91	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.12	contig >1.5x longer than expected genome length
Linear_Seq149	40787	No	NA	54	49	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
Linear_Seq245	38137	No	NA	64	15	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.04	
Linear_Seq309	102409	No	NA	106	13	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Circular_Seq25	33767	No	NA	42	16	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.72	high kmer_freq may indicate large duplication
Circular_Seq409	156944	No	NA	205	18	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq505	42855	No	NA	58	8	0	High-quality	High-quality	99.46	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq665	63886	No	NA	92	30	0	High-quality	High-quality	97.55	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq793	157530	No	NA	199	15	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq22	153747	No	NA	190	35	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	
Linear_Seq54	46996	No	NA	69	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq278	15871	No	NA	18	5	0	Medium-quality	Genome-fragment	52.83	HMM-based (lower-bound)	0.0	1.0	
Linear_Seq310	60820	No	NA	98	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq342	146428	No	NA	179	38	7	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq90	49193	No	NA	72	19	2	High-quality	High-quality	94.19	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq122	114433	No	NA	199	29	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.09	contig >1.5x longer than expected genome length
Circular_Seq186	61560	No	NA	101	31	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq346	129873	No	NA	243	21	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
Circular_Seq570	35344	No	NA	50	32	1	High-quality	High-quality	95.27	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq55	48983	No	NA	59	14	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq247	89719	No	NA	134	35	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.02	
Linear_Seq279	86878	No	NA	143	30	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
Linear_Seq343	94178	No	NA	113	15	1	High-quality	High-quality	95.13	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq407	55462	Yes	34694	67	14	11	Medium-quality	Genome-fragment	64.8	AAI-based (high-confidence)	37.45	1.0	
Circular_Seq571	39635	No	NA	64	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq603	44297	No	NA	84	13	1	Medium-quality	Genome-fragment	72.12	HMM-based (lower-bound)	0.0	1.0	
Circular_Seq635	109168	No	NA	166	14	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq667	99106	No	NA	113	30	1	Medium-quality	Genome-fragment	73.05	AAI-based (medium-confidence)	0.0	1.01	
Circular_Seq731	40708	No	NA	65	31	0	High-quality	High-quality	96.3	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq24	70556	No	NA	98	35	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.06	
Linear_Seq56	87298	No	NA	110	19	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.22	contig >1.5x longer than expected genome length
Linear_Seq280	97613	No	NA	132	46	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.03	contig >1.5x longer than expected genome length
Linear_Seq344	97496	No	NA	154	16	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq440	83838	No	NA	120	39	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq472	47946	No	NA	60	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq220	55650	No	NA	93	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq572	6346	No	NA	7	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq668	59842	No	NA	103	21	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq249	41189	No	NA	63	18	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq93	112827	No	NA	183	28	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq541	71072	No	NA	117	20	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq669	57264	No	NA	99	22	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq733	92232	No	NA	127	16	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq90	47389	No	NA	60	10	3	Medium-quality	Genome-fragment	55.61	HMM-based (lower-bound)	0.0	1.0	
Linear_Seq186	19840	No	NA	27	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.5	high kmer_freq may indicate large duplication; contig >1.5x longer than expected genome length
Linear_Seq218	37502	No	NA	65	21	0	High-quality	High-quality	99.18	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq250	167500	No	NA	212	54	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq282	84662	No	NA	121	29	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.09	
Circular_Seq62	40111	No	NA	66	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq190	42865	No	NA	72	20	0	Medium-quality	Genome-fragment	53.62	HMM-based (lower-bound)	0.0	1.0	
Circular_Seq382	37378	No	NA	48	10	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq542	6501	No	NA	9	4	0	High-quality	High-quality	99.4	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq606	65379	No	NA	87	25	1	High-quality	High-quality	90.24	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq702	111992	No	NA	114	31	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq990	85519	No	NA	133	26	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
Linear_Seq187	55569	No	NA	75	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.04	
Linear_Seq219	73744	Yes	40506	95	13	15	Medium-quality	Genome-fragment	64.89	AAI-based (high-confidence)	45.07	1.0	low-confidence Provirus
Linear_Seq283	62211	No	NA	80	13	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.05	contig >1.5x longer than expected genome length
Linear_Seq347	51590	Yes	40573	73	21	9	Complete	High-quality	100.0	Provirus (high-confidence)	21.35	1.0	
Circular_Seq63	49744	No	NA	83	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq127	53640	No	NA	88	35	1	High-quality	High-quality	95.57	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq159	163954	No	NA	195	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq191	47433	No	NA	67	7	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
Circular_Seq223	40084	No	NA	64	28	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq415	160496	No	NA	191	39	4	High-quality	High-quality	99.92	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq543	74024	No	NA	94	12	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.26	contig >1.5x longer than expected genome length
Circular_Seq735	42429	No	NA	68	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq927	146072	No	NA	205	38	2	High-quality	High-quality	99.18	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq28	139380	No	NA	185	56	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq124	40982	Yes	30463	58	14	5	Medium-quality	Genome-fragment	89.07	AAI-based (high-confidence)	25.67	1.0	
Linear_Seq188	52437	No	NA	72	4	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq220	47913	No	NA	62	26	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq252	49966	No	NA	75	22	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq284	92088	Yes	82039	117	23	4	High-quality	High-quality	100.0	AAI-based (medium-confidence)	10.91	1.05	contig >1.5x longer than expected genome length
Linear_Seq316	48312	No	NA	82	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.05	
Circular_Seq128	54004	No	NA	79	22	0	High-quality	High-quality	98.58	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq736	93350	No	NA	99	11	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq768	34966	No	NA	55	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
Circular_Seq992	88864	No	NA	151	30	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.92	high kmer_freq may indicate large duplication; contig >1.5x longer than expected genome length
Linear_Seq125	57036	No	NA	56	9	3	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
Linear_Seq189	7467	No	NA	19	10	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.35	
Linear_Seq253	19585	No	NA	28	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.07	
Linear_Seq285	17198	No	NA	26	10	0	Medium-quality	Genome-fragment	76.08	AAI-based (medium-confidence)	0.0	1.01	
Linear_Seq317	16253	No	NA	21	13	1	Low-quality	Genome-fragment	46.66	AAI-based (high-confidence)	0.0	1.0	
Linear_Seq349	43951	No	NA	59	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
